image_indx,time [min],x center [um],y center [um],x span [um],y span [um],area [um^2],outline [um],ramification index,spanned area (convex hull) [um^2],spanned outline (convex hull) [um],spanned area center x (convex hull) [um],spanned area center y (convex hull) [um],polarity vector x (binary) [um],polarity vector y (binary) [um],polarity vector length (binary) [um],polarity index (binary),ID of largest skeleton (skl),# found skls,# branches (largest skl),# junctions (largest skl),# tips (largest skl),# triple points (largest skl),# quadruple points (largest skl),# junction voxels (largest skl),# slab voxels (largest skl),tree length (largest skl) [um],average branch length (largest skl) [um],maximum branch length (largest skl) [um],shortest path (largest skl) [um],# branches (all skls),# junctions (all skls),# tips (all skls),# triple points (all skls),# quadruple points (all skls),# junction voxels (all skls),# slab voxels (all skls),tree length (all skls) [um],average branch length (all skls) [um],maximum branch length (all skls) [um],shortest path (all skl) [um]
314,0.0,30.096514,19.107593,50.457,38.364,1034.465661,217.674,1.909166,1319.121954,175.974,26.725544,20.285022,-3.37097,1.177428,3.570683,0.087127,1,1,5,2,4,2,0,4,111,56.835626,11.367125,26.532633,46.422901,5,2,4,2,0,4,111,56.835626,11.367125,26.532633,46.422901
315,0.0,27.746936,16.084735,52.959,32.526,357.341895,252.702,3.771046,989.602299,169.302,29.388315,16.62684,1.641378,0.542105,1.728584,0.048697,1,1,9,4,6,4,0,10,197,98.034804,10.892756,22.720362,57.092174,9,4,6,4,0,10,197,98.034804,10.892756,22.720362,57.092174
316,0.0,39.655574,23.51562,59.214,72.558,437.852502,281.058,3.789022,1218.788001,261.876,33.396262,29.646713,-6.259312,6.131093,8.761808,0.22242,1,1,3,1,3,1,0,1,180,97.210974,32.403658,80.930614,90.896703,3,1,3,1,0,1,180,97.210974,32.403658,80.930614,90.896703
317,0.0,10.374773,6.900357,21.684,12.927,124.156746,69.222,1.752484,133.372863,67.554,10.463329,7.011526,0.088556,0.111169,0.142129,0.010907,1,1,1,0,2,0,0,0,36,18.883541,18.883541,18.883541,18.883541,1,0,2,0,0,0,36,18.883541,18.883541,18.883541,18.883541
318,0.0,15.257957,9.270129,30.441,18.765,218.752362,108.42,2.067893,292.481298,96.744,14.481453,9.10136,-0.776504,-0.168769,0.794633,0.041178,1,1,3,1,3,1,0,3,70,38.356809,12.785603,19.127814,33.049266,3,1,3,1,0,3,70,38.356809,12.785603,19.127814,33.049266
319,0.0,15.164812,11.091936,36.696,20.016,274.74462,130.938,2.228416,437.504724,111.756,16.553707,11.199997,1.388895,0.108061,1.393092,0.059025,1,1,1,0,2,0,0,0,73,35.176176,35.176176,35.176176,35.176176,1,0,2,0,0,0,73,35.176176,35.176176,35.176176,35.176176
320,0.0,16.28436,14.796821,38.781,28.773,575.398701,156.792,1.843888,750.157146,133.44,18.669691,14.554112,2.385331,-0.242709,2.397647,0.077581,1,1,3,1,3,1,0,1,91,48.00708,16.00236,22.564995,36.027536,3,1,3,1,0,1,91,48.00708,16.00236,22.564995,36.027536
321,0.0,28.111355,15.403269,49.623,31.692,355.081338,204.33,3.058886,697.816557,160.962,25.960978,15.27734,-2.150377,-0.125929,2.154061,0.072266,1,1,5,2,4,2,0,6,131,69.70844,13.941688,31.482447,60.403623,5,2,4,2,0,6,131,69.70844,13.941688,31.482447,60.403623
322,0.0,17.398025,15.041371,31.275,31.692,624.609288,130.938,1.477939,676.775988,124.266,16.572536,14.567036,-0.825489,-0.474335,0.952064,0.032433,1,1,1,0,2,0,0,0,37,19.645995,19.645995,19.645995,19.645995,1,0,2,0,0,0,37,19.645995,19.645995,19.645995,19.645995
323,0.0,10.975119,24.48317,20.433,38.364,316.47798,125.1,1.983721,418.203045,115.926,11.325321,23.077612,0.350202,-1.405558,1.448528,0.062774,1,1,1,0,2,0,0,0,79,36.469087,36.469087,36.469087,36.469087,1,0,2,0,0,0,79,36.469087,36.469087,36.469087,36.469087
324,0.0,50.735617,24.188648,90.072,44.619,1547.090433,281.058,2.015734,2038.674636,267.714,47.717939,21.972386,-3.017678,-2.216262,3.744089,0.073488,1,1,1,0,2,0,0,0,151,72.711261,72.711261,72.711261,72.711261,1,0,2,0,0,0,151,72.711261,72.711261,72.711261,72.711261
325,0.0,18.042931,16.081535,34.194,36.279,708.076008,147.618,1.564928,769.806603,139.278,17.223645,17.067564,-0.819286,0.986029,1.281984,0.040948,1,1,1,0,2,0,0,0,57,31.095082,31.095082,31.095082,31.095082,1,0,2,0,0,0,57,31.095082,31.095082,31.095082,31.095082
326,0.0,10.236218,22.430729,21.684,39.615,198.581238,132.606,2.654539,326.563542,120.93,11.700203,21.51458,1.463985,-0.91615,1.727015,0.084695,1,1,1,0,2,0,0,0,84,42.008628,42.008628,42.008628,42.008628,1,0,2,0,0,0,84,42.008628,42.008628,42.008628,42.008628
327,0.0,12.696633,23.957164,22.101,41.7,331.606323,151.788,2.351371,540.273123,125.934,12.191311,22.560613,-0.505322,-1.396551,1.485162,0.056625,1,1,5,2,4,2,0,6,112,57.812717,11.562543,21.671725,40.769903,5,2,4,2,0,6,112,57.812717,11.562543,21.671725,40.769903
328,0.0,15.760513,16.204905,31.692,32.109,722.682684,135.942,1.42651,759.547152,125.934,15.668431,16.658997,-0.092082,0.454092,0.463334,0.014899,1,1,1,0,2,0,0,0,44,23.083176,23.083176,23.083176,23.083176,1,0,2,0,0,0,44,23.083176,23.083176,23.083176,23.083176
329,0.0,11.251874,13.130443,20.85,25.02,157.717323,102.582,2.304234,287.786295,90.072,10.181729,13.75911,-1.070145,0.628668,1.241142,0.064838,1,1,3,1,3,1,0,3,60,31.941358,10.647119,16.351906,24.793087,3,1,3,1,0,3,60,31.941358,10.647119,16.351906,24.793087
330,0.0,18.935667,8.155881,29.607,17.931,258.746832,100.08,1.755112,326.215764,93.408,17.081218,7.672711,-1.854449,-0.48317,1.91636,0.094031,1,1,1,0,2,0,0,0,46,22.53536,22.53536,22.53536,22.53536,1,0,2,0,0,0,46,22.53536,22.53536,22.53536,22.53536
331,0.0,17.82174,15.923293,36.696,33.36,303.957972,163.464,2.644907,551.923686,138.444,16.964569,15.598874,-0.857171,-0.324419,0.91651,0.034573,1,1,5,2,4,2,0,6,107,59.354986,11.870997,24.506903,48.668353,5,2,4,2,0,6,107,59.354986,11.870997,24.506903,48.668353
332,0.0,19.659329,16.870968,62.55,39.615,806.497182,261.042,2.593009,1573.521561,202.662,28.075012,19.812661,8.415683,2.941694,8.915003,0.199173,1,1,3,1,3,1,0,1,156,79.257529,26.419176,41.895172,66.730169,3,1,3,1,0,1,156,79.257529,26.419176,41.895172,66.730169
333,0.0,13.377364,17.824554,27.522,39.615,387.946359,246.864,3.535631,827.363862,132.606,14.770634,19.133709,1.393271,1.309156,1.911829,0.058904,1,1,11,5,7,5,0,13,172,89.480167,8.134561,19.056268,48.88299,11,5,7,5,0,13,172,89.480167,8.134561,19.056268,48.88299
334,0.0,22.109757,8.454545,42.117,17.514,306.392418,121.764,1.962343,372.991905,117.594,22.123259,8.37509,0.013503,-0.079455,0.080594,0.003698,1,1,1,0,2,0,0,0,78,36.397541,36.397541,36.397541,36.397541,1,0,2,0,0,0,78,36.397541,36.397541,36.397541,36.397541
335,0.0,9.84074,30.086968,19.599,49.206,425.506383,199.326,2.725875,719.726571,135.942,9.202764,26.995335,-0.637976,-3.091633,3.156772,0.104281,1,1,7,3,5,3,0,9,158,82.21844,11.745491,29.653995,57.294536,7,3,5,3,0,9,158,82.21844,11.745491,29.653995,57.294536
336,0.0,15.402337,19.550856,25.854,44.619,384.816357,160.962,2.314684,647.736525,138.444,15.041498,21.140781,-0.360839,1.589925,1.630358,0.056771,1,1,3,1,3,1,0,1,114,54.66172,18.220573,25.45436,43.962812,3,1,3,1,0,1,114,54.66172,18.220573,25.45436,43.962812
337,0.0,16.375797,32.704517,35.028,50.04,655.387641,192.654,2.122873,1068.721794,168.468,15.720411,27.708449,-0.655385,-4.996068,5.038871,0.136598,1,1,3,1,3,1,0,1,115,55.251447,18.417149,48.722539,54.071993,3,1,3,1,0,1,115,55.251447,18.417149,48.722539,54.071993
338,0.0,14.294472,37.962381,33.36,57.129,568.095363,215.172,2.546656,1138.103505,178.476,17.751426,31.258658,3.456954,-6.703723,7.542575,0.198141,1,1,1,0,2,0,0,0,122,58.372809,58.372809,58.372809,58.372809,1,0,2,0,0,0,122,58.372809,58.372809,58.372809,58.372809
339,0.0,21.981699,19.255705,38.364,45.036,327.606876,183.48,2.859613,557.662023,165.132,22.462153,20.613804,0.480454,1.358099,1.440579,0.054063,1,1,1,0,2,0,0,0,119,60.230896,60.230896,60.230896,60.230896,1,0,2,0,0,0,119,60.230896,60.230896,60.230896,60.230896
340,0.0,13.480344,14.824245,25.854,23.769,241.184043,110.922,2.01483,362.210787,96.744,14.359874,14.315232,0.87953,-0.509013,1.016203,0.04732,1,1,3,1,3,1,0,3,67,35.378539,11.792846,14.409998,27.985995,3,1,3,1,0,3,67,35.378539,11.792846,14.409998,27.985995
341,0.0,14.882204,14.429721,25.854,37.947,271.788507,145.95,2.497374,450.37251,125.934,14.594839,15.061911,-0.287365,0.63219,0.694438,0.029,1,1,5,2,4,2,0,4,106,54.059717,10.811943,31.840176,44.480993,5,2,4,2,0,4,106,54.059717,10.811943,31.840176,44.480993
342,0.0,12.851585,15.992394,28.356,34.611,490.36698,168.468,2.14611,744.940476,124.266,12.692997,18.574508,-0.158588,2.582114,2.58698,0.084,1,1,3,1,3,1,0,1,93,47.804717,15.934906,16.566543,33.01963,3,1,3,1,0,1,93,47.804717,15.934906,16.566543,33.01963
343,0.0,13.116884,16.313407,26.688,35.862,253.182384,155.124,2.750156,550.706463,123.432,11.166502,16.735631,-1.950382,0.422224,1.995561,0.075362,1,1,7,3,5,3,0,7,122,66.473621,9.496232,19.157449,44.081353,7,3,5,3,0,7,122,66.473621,9.496232,19.157449,44.081353
344,0.0,19.356695,36.404167,35.028,56.295,645.649857,211.836,2.351778,922.828923,180.978,16.564848,31.820667,-2.791848,-4.5835,5.366832,0.156568,1,1,5,2,4,2,0,4,137,71.304894,14.260979,27.741722,57.067623,5,2,4,2,0,4,137,71.304894,14.260979,27.741722,57.067623
345,0.0,14.867282,17.434445,26.688,37.113,314.912979,164.298,2.611753,641.998188,125.934,14.125367,15.151151,-0.741915,-2.283295,2.400807,0.083972,1,1,5,2,4,2,0,2,121,60.588626,12.117725,20.062995,40.799539,5,2,4,2,0,2,121,60.588626,12.117725,20.062995,40.799539
346,0.0,13.011678,19.851722,25.854,48.789,442.721394,191.82,2.57172,688.948218,147.618,14.415338,20.950093,1.403661,1.09837,1.782325,0.060178,1,1,5,2,4,2,0,2,145,72.151169,14.430234,24.20336,51.009901,5,2,4,2,0,2,145,72.151169,14.430234,24.20336,51.009901
347,0.0,13.528537,13.13644,32.109,27.522,308.652975,135.942,2.182798,405.509148,117.594,14.241301,13.09169,0.712764,-0.04475,0.714167,0.03143,1,1,1,0,2,0,0,0,85,41.73472,41.73472,41.73472,41.73472,1,0,2,0,0,0,85,41.73472,41.73472,41.73472,41.73472
348,0.0,16.940646,40.584197,34.611,114.675,1747.932228,419.502,2.830524,2875.254615,296.904,16.996615,51.284229,0.055969,10.700031,10.700178,0.176847,1,1,8,4,4,4,0,6,353,172.372155,21.546519,58.43208,134.116527,8,4,4,4,0,6,353,172.372155,21.546519,58.43208,134.116527
349,0.0,12.156984,27.383972,26.271,76.311,609.133167,229.35,2.621427,1214.962443,203.496,12.345844,36.370523,0.188859,8.986551,8.988535,0.228535,1,1,1,0,2,0,0,0,162,76.78008,76.78008,76.78008,76.78008,1,0,2,0,0,0,162,76.78008,76.78008,76.78008,76.78008
350,0.0,9.807465,24.467726,17.931,39.615,282.221847,125.1,2.100666,434.7225,113.424,9.129464,22.571543,-0.678,-1.896183,2.013751,0.085594,1,1,1,0,2,0,0,0,68,32.745722,32.745722,32.745722,32.745722,1,0,2,0,0,0,68,32.745722,32.745722,32.745722,32.745722
351,0.0,12.101871,31.401587,36.279,52.542,682.514325,232.686,2.512519,1226.091339,175.974,15.563633,25.657446,3.461762,-5.744141,6.706635,0.169742,1,1,3,1,3,1,0,1,142,71.346804,23.782268,33.668628,64.126988,3,1,3,1,0,1,142,71.346804,23.782268,33.668628,64.126988
352,0.0,24.607555,9.266686,62.967,18.765,413.85582,177.642,2.463294,694.860444,161.796,27.246087,8.371515,2.638532,-0.895171,2.786248,0.093673,1,1,3,1,3,1,0,1,134,62.483539,20.827846,47.55536,58.557812,3,1,3,1,0,1,134,62.483539,20.827846,47.55536,58.557812
353,0.0,19.392423,42.266959,41.283,107.586,754.330482,311.082,3.195134,1436.844807,296.07,19.31793,47.58183,-0.074493,5.314871,5.315393,0.124273,1,1,1,0,2,0,0,0,229,109.037256,109.037256,109.037256,109.037256,1,0,2,0,0,0,229,109.037256,109.037256,109.037256,109.037256
354,0.0,6.415505,33.041696,15.429,88.404,509.146992,227.682,2.846441,932.04504,205.998,7.789031,38.555462,1.373526,5.513766,5.68227,0.164948,1,1,1,0,2,0,0,0,189,84.239085,84.239085,84.239085,84.239085,1,0,2,0,0,0,189,84.239085,84.239085,84.239085,84.239085
355,0.0,19.794105,22.232162,36.279,46.287,741.636585,264.378,2.738576,1323.29529,162.63,18.367398,21.55342,-1.426707,-0.678742,1.579932,0.038491,1,1,9,4,6,4,0,12,215,114.391795,12.710199,18.740449,54.160899,9,4,6,4,0,12,215,114.391795,12.710199,18.740449,54.160899
356,0.0,25.046972,15.699626,50.457,32.526,717.813792,233.52,2.458744,1096.891812,164.298,24.827233,16.153726,-0.219738,0.4541,0.504472,0.013499,1,1,5,2,4,2,0,2,175,84.833896,16.966779,28.546087,55.870809,5,2,4,2,0,2,175,84.833896,16.966779,28.546087,55.870809
357,0.0,27.101003,23.447441,56.712,41.7,1133.930169,336.936,2.8226,1547.6121,195.156,28.869707,22.218229,1.768703,-1.229213,2.153898,0.048522,1,1,12,6,5,5,1,14,287,150.014607,12.501217,26.419176,60.731717,12,6,5,5,1,14,287,150.014607,12.501217,26.419176,60.731717
358,0.0,18.142723,21.939115,55.878,45.87,629.999847,225.18,2.530782,1275.997482,201.828,24.894525,20.196711,6.751802,-1.742403,6.973005,0.172998,1,1,1,0,2,0,0,0,151,72.19308,72.19308,72.19308,72.19308,1,0,2,0,0,0,151,72.19308,72.19308,72.19308,72.19308
359,0.0,28.00105,36.737411,46.287,67.137,551.575908,229.35,2.754807,1059.853455,224.346,25.297875,34.246989,-2.703176,-2.490422,3.675508,0.100055,1,1,3,1,3,1,0,1,155,78.840529,26.280176,62.863713,73.145621,3,1,3,1,0,1,155,78.840529,26.280176,62.863713,73.145621
360,0.0,14.239648,20.009583,30.441,38.364,446.373063,267.714,3.574515,929.958372,135.942,15.65403,19.407966,1.414382,-0.601617,1.537016,0.044668,1,1,18,9,8,8,1,18,231,124.113611,6.895201,11.735271,51.212263,18,9,8,8,1,18,231,124.113611,6.895201,11.735271,51.212263
361,0.0,15.718534,30.843399,39.615,50.04,772.241049,223.512,2.268922,1192.009095,176.808,16.545897,27.169025,0.827363,-3.674374,3.766371,0.096678,1,1,5,2,4,2,0,4,137,68.195807,13.639161,24.274906,57.324172,5,2,4,2,0,4,137,68.195807,13.639161,24.274906,57.324172
362,0.0,17.207019,16.423836,33.36,35.028,575.050923,141.78,1.66785,666.864315,135.108,16.763128,17.047689,-0.443891,0.623853,0.765657,0.026276,1,1,1,0,2,0,0,0,61,31.035812,31.035812,31.035812,31.035812,1,0,2,0,0,0,61,31.035812,31.035812,31.035812,31.035812
363,0.0,32.082562,17.624264,82.149,29.607,578.702592,300.24,3.520756,1580.129343,221.844,36.766831,16.54575,4.684269,-1.078515,4.806826,0.107166,1,1,6,3,3,3,0,5,262,124.365075,20.727513,48.907541,108.430169,6,3,3,3,0,5,262,124.365075,20.727513,48.907541,108.430169
364,0.0,15.822666,21.555287,27.522,47.121,433.505277,164.298,2.226026,632.260404,147.618,14.284773,23.015166,-1.537893,1.459879,2.120462,0.074736,1,1,3,1,3,1,0,1,106,52.534809,17.511603,40.727993,50.277082,3,1,3,1,0,1,106,52.534809,17.511603,40.727993,50.277082
365,0.0,37.45432,30.785153,70.056,52.542,1689.679413,283.56,1.945978,2171.351943,243.528,34.571077,27.89567,-2.883244,-2.889482,4.081936,0.077633,1,1,3,1,3,1,0,1,212,104.854981,34.95166,60.51708,84.678529,3,1,3,1,0,1,212,104.854981,34.95166,60.51708,84.678529
366,0.0,27.778821,23.225855,52.125,50.457,1248.52302,250.2,1.997488,1587.432681,203.496,27.4525,24.126275,-0.326321,0.900421,0.957728,0.021303,1,1,7,3,5,3,0,9,193,99.404346,14.200621,28.647268,63.924626,7,3,5,3,0,9,193,99.404346,14.200621,28.647268,63.924626
367,0.0,14.683583,21.712844,28.773,44.202,495.235872,218.508,2.769851,827.71164,144.282,14.764165,22.388958,0.080582,0.676113,0.680898,0.020974,1,1,7,3,5,3,0,5,159,78.578896,11.225557,22.017179,46.148993,7,3,5,3,0,5,159,78.578896,11.225557,22.017179,46.148993
368,0.0,10.044405,11.497887,21.267,25.437,241.010154,95.91,1.742775,308.826864,91.74,10.527372,12.89765,0.482967,1.399763,1.480741,0.074673,1,1,1,0,2,0,0,0,46,22.880814,22.880814,22.880814,22.880814,1,0,2,0,0,0,46,22.880814,22.880814,22.880814,22.880814
369,0.0,32.499954,28.496159,58.38,47.538,803.193291,288.564,2.872283,1420.325352,210.168,28.584257,25.475647,-3.915697,-3.020512,4.945318,0.116291,1,1,5,2,4,2,0,4,223,110.448708,22.089742,37.808993,82.951259,5,2,4,2,0,4,223,110.448708,22.089742,37.808993,82.951259
370,0.0,25.783323,35.118332,54.627,58.797,616.088727,361.122,4.104189,1664.11773,225.18,25.823411,32.486479,0.040088,-2.631854,2.632159,0.057183,1,1,16,8,8,8,0,16,281,142.676249,8.917266,16.596179,86.198353,16,8,8,8,0,16,281,142.676249,8.917266,16.596179,86.198353
371,0.0,11.984387,25.122395,25.854,71.724,723.030462,233.52,2.449858,1179.836865,193.488,11.277899,30.071231,-0.706489,4.948837,4.999011,0.128979,1,1,3,1,3,1,0,1,170,79.74099,26.58033,53.595722,67.314812,3,1,3,1,0,1,170,79.74099,26.58033,53.595722,67.314812
372,0.0,11.410927,17.933176,26.271,31.692,283.265181,139.278,2.334431,434.374722,114.258,10.629994,18.123641,-0.780933,0.190465,0.803824,0.03418,1,1,3,1,3,1,0,1,85,44.986899,14.995633,21.832176,37.20699,3,1,3,1,0,1,85,44.986899,14.995633,21.832176,37.20699
373,0.0,17.617492,16.349734,37.113,30.441,406.726371,225.18,3.149733,749.809368,132.606,16.924378,15.404146,-0.693114,-0.945588,1.172409,0.037944,1,1,11,5,7,5,0,11,175,93.595981,8.508726,15.374814,41.663174,11,5,7,5,0,11,175,93.595981,8.508726,15.374814,41.663174
374,0.0,21.80778,12.1557,43.785,26.688,604.264275,179.31,2.057719,773.458272,139.278,22.742531,12.802969,0.934751,0.647269,1.136977,0.036231,1,1,5,2,4,2,0,2,105,50.807539,10.161508,19.902543,36.71336,5,2,4,2,0,2,105,50.807539,10.161508,19.902543,36.71336
375,0.0,21.841246,11.365217,38.364,27.522,322.564095,190.986,2.999774,684.253215,130.104,21.213749,11.324544,-0.627497,-0.040673,0.628814,0.021304,1,1,6,2,5,1,1,8,140,71.085172,11.847529,24.548814,43.718539,6,2,5,1,1,8,140,71.085172,11.847529,24.548814,43.718539
376,0.0,21.972326,11.418361,41.7,25.854,373.339683,194.322,2.837037,664.777647,132.606,22.730645,11.106893,0.758319,-0.311469,0.819793,0.028178,1,1,7,3,5,3,0,7,134,67.749172,9.678453,21.528633,42.884539,7,3,5,3,0,7,134,67.749172,9.678453,21.528633,42.884539
377,0.0,23.987456,17.408336,41.283,41.7,640.954854,253.536,2.825016,1089.066807,164.298,22.196045,18.115331,-1.79141,0.706995,1.925875,0.051718,1,1,11,5,7,5,0,11,205,105.861708,9.623792,21.671725,54.518628,11,5,7,5,0,11,205,105.861708,9.623792,21.671725,54.518628
378,0.0,25.35029,29.651182,46.287,46.287,438.20028,203.496,2.742298,767.372157,183.48,22.33851,26.357698,-3.011781,-3.293484,4.462943,0.142779,1,1,3,1,3,1,0,1,130,66.515532,22.171844,33.567447,61.898896,3,1,3,1,0,1,130,66.515532,22.171844,33.567447,61.898896
379,0.0,31.411665,25.279248,53.793,60.882,1454.581485,316.086,2.337929,2105.79579,227.682,28.271533,30.704285,-3.140133,5.425037,6.26829,0.121056,1,1,5,2,4,2,0,6,173,90.1588,18.03176,25.87136,74.152348,5,2,4,2,0,6,173,90.1588,18.03176,25.87136,74.152348
380,0.0,20.596674,8.699211,51.291,17.514,299.262969,164.298,2.679174,528.100893,135.108,23.703573,8.305193,3.106899,-0.394018,3.131784,0.120775,1,1,3,1,3,1,0,3,112,53.625358,17.875119,27.265452,48.520176,3,1,3,1,0,3,112,53.625358,17.875119,27.265452,48.520176
381,0.0,8.528504,10.202753,15.429,20.016,174.062889,80.898,1.729736,195.625125,69.222,8.249372,10.140143,-0.279132,-0.06261,0.286068,0.018126,1,1,1,0,2,0,0,0,29,14.237271,14.237271,14.237271,14.237271,1,0,2,0,0,0,29,14.237271,14.237271,14.237271,14.237271
382,0.0,23.963205,60.235238,56.295,85.068,801.454401,299.406,2.983432,1925.646786,281.058,28.968132,48.52861,5.004927,-11.706628,12.731631,0.257123,1,1,3,1,3,1,0,3,195,95.14544,31.715147,85.036259,92.64344,3,1,3,1,0,3,195,95.14544,31.715147,85.036259,92.64344
383,0.0,14.848141,12.000042,27.105,20.85,138.067866,98.412,2.362636,236.836818,94.242,14.978322,11.783771,0.130181,-0.216271,0.252428,0.014536,1,1,3,1,3,1,0,1,74,37.636266,12.545422,17.876814,27.914449,3,1,3,1,0,1,74,37.636266,12.545422,17.876814,27.914449
384,0.0,39.239477,23.715483,65.469,41.283,1041.942888,239.358,2.091804,1382.069772,211.836,35.754287,21.408291,-3.48519,-2.307192,4.179675,0.099637,1,1,1,0,2,0,0,0,134,66.485896,66.485896,66.485896,66.485896,1,0,2,0,0,0,134,66.485896,66.485896,66.485896,66.485896
385,0.0,21.457975,15.294042,37.947,41.7,463.414185,170.136,2.229496,651.388194,157.626,19.307345,18.194714,-2.15063,2.900672,3.61097,0.125386,1,1,1,0,2,0,0,0,79,40.441809,40.441809,40.441809,40.441809,1,0,2,0,0,0,79,40.441809,40.441809,40.441809,40.441809
386,0.0,12.238984,17.527108,27.522,36.696,323.607429,154.29,2.419489,582.354261,126.768,13.490118,17.26441,1.251134,-0.262698,1.278416,0.046949,1,1,3,1,3,1,0,1,109,54.476717,18.158906,26.174903,43.331174,3,1,3,1,0,1,109,54.476717,18.158906,26.174903,43.331174
387,0.0,16.491423,38.76798,41.283,88.821,1197.399654,357.786,2.916748,2250.12366,258.54,19.078298,38.954664,2.586874,0.186684,2.593602,0.048456,1,1,5,2,4,2,0,4,274,128.678167,25.735633,46.464812,87.377807,5,2,4,2,0,4,274,128.678167,25.735633,46.464812,87.377807
388,0.0,22.615509,12.176183,57.546,24.186,602.351496,200.994,2.310219,991.862856,161.796,25.476697,10.261753,2.861188,-1.91443,3.442592,0.096873,1,1,3,1,3,1,0,1,115,54.905993,18.301998,52.231266,54.071993,3,1,3,1,0,1,115,54.905993,18.301998,52.231266,54.071993
389,0.0,21.069474,22.57669,39.198,41.283,740.071584,286.896,2.974971,1175.48964,158.46,20.125617,22.109328,-0.943857,-0.467362,1.05323,0.027224,1,1,15,7,9,7,0,15,238,128.414428,8.560962,14.785087,49.198809,15,7,9,7,0,15,238,128.414428,8.560962,14.785087,49.198809
390,0.0,13.198172,19.763107,27.522,46.287,444.286395,190.152,2.544863,751.896036,145.95,12.734219,21.139315,-0.463953,1.376208,1.452309,0.046938,1,1,5,2,4,2,0,4,137,68.713988,13.742798,22.476089,47.918174,5,2,4,2,0,4,137,68.713988,13.742798,22.476089,47.918174
391,0.0,17.570905,22.602944,35.028,46.704,483.585309,276.888,3.551916,1052.550117,161.796,17.902031,23.137093,0.331127,0.534149,0.628458,0.017167,1,1,11,5,7,5,0,9,222,115.916703,10.537882,25.269358,54.649445,11,5,7,5,0,9,222,115.916703,10.537882,25.269358,54.649445
392,0.0,17.597126,9.41221,37.947,20.85,344.126331,146.784,2.232106,487.758645,115.926,16.996132,9.81392,-0.600994,0.40171,0.722886,0.029008,1,1,5,2,4,2,0,2,99,51.76008,10.352016,26.216814,39.995174,5,2,4,2,0,2,99,51.76008,10.352016,26.216814,39.995174
393,0.0,15.365511,15.837601,29.19,33.36,293.524632,164.298,2.705235,565.13925,123.432,14.943484,15.900659,-0.422028,0.063058,0.426713,0.015908,1,1,5,2,4,2,0,4,114,58.086626,11.617325,20.551541,38.845355,5,2,4,2,0,4,114,58.086626,11.617325,20.551541,38.845355
394,0.0,21.102782,25.321324,44.619,91.323,867.879999,326.094,3.12254,2138.660811,270.216,25.147704,37.302445,4.044922,11.981121,12.645499,0.242332,1,1,3,1,3,1,0,1,260,124.180073,41.393358,75.886809,112.891437,3,1,3,1,0,1,260,124.180073,41.393358,75.886809,112.891437
395,0.0,25.49946,24.528907,60.048,43.785,641.998188,401.154,4.466212,1755.757233,205.998,29.199974,25.840433,3.700514,1.311526,3.926055,0.083037,1,1,16,7,10,6,1,18,312,163.489423,10.218089,16.911998,73.717988,16,7,10,6,1,18,312,163.489423,10.218089,16.911998,73.717988
396,0.0,10.521224,22.853903,22.518,41.7,431.418609,150.12,2.038845,540.620901,126.768,9.785148,22.784711,-0.736076,-0.069192,0.739321,0.028179,1,1,3,1,3,1,0,1,88,44.510628,14.836876,33.162722,41.663174,3,1,3,1,0,1,88,44.510628,14.836876,33.162722,41.663174
397,0.0,12.519449,19.300297,25.02,38.364,575.57259,146.784,1.725932,718.335459,124.266,13.209997,18.508552,0.690548,-0.791745,1.05058,0.034738,1,1,1,0,2,0,0,0,75,37.219266,37.219266,37.219266,37.219266,1,0,2,0,0,0,75,37.219266,37.219266,37.219266,37.219266
